X,Y,OBJECTID,BUSINESS_ID,NAME,ADDRESS,CITY,STATE,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE_NUMBER
2114809.76948364,761521.928919718,1446991,241E8100-5056-A20B-FA8B426D985FA012,Dunkin Donuts #337301,4415 FALLS OF NEUSE RD ,RALEIGH,NC,27609,35.84176217,-78.61262519,19198769901
2026995.83651607,757303.423577219,1446992,270662F6-3A24-451B-A68D-D73BC0B7D700,Amberly Local,718 SLASH PINE DR,CARY,NC,27519,35.83075427,-78.90892711,19196502546
2045499.00653064,753816.65791297,1446993,111DA0D3-D143-177A-B3288EF4FC1B7C91,THAI'S NOODLE,2101 GRACE PARK DR ,MORRISVILLE,NC,27560,35.82111262,-78.84652326,19194813036
2118466.6588234,768989.976319551,1446994,93D67BBD-77D8-4405-B3E9-1EB8350E67F3,Marco's Pizza 8533,5621 ATLANTIC AVE,RALEIGH,NC,27615,35.86223865,-78.60018528,19199161500
2151220.08478624,746422.104132548,1446995,455E8504-5056-A20B-FA38ADAFD4BA4C93,"Scoozi Pizza &amp; Grill",7039 Knightdale BLVD ,KNIGHTDALE,NC,27545,35.7998273,-78.4900383,19192171110
2124771.4611744,745943.518147469,1446996,0D584E34-BD67-D195-38AF3432FE140772,Pizza Hut #036586,3691 New Bern AVE ,RALEIGH,NC,27610,35.79885313,-78.57923704,19199008096
2060648.52380373,697153.160347804,1446997,9E1CBB58-D541-4870-8F3F-3DD25F95455D,Dunkin' #358815,208 MATTHEWS DR ,HOLLY SPRINGS,NC,27540,35.66536445,-78.79581434,
2094429.58845931,781879.634267211,1446998,4F4CB415-5056-A20F-9E68034E6EBEA210,POKANO POKE ISLAND GRILL,8107 Creedmoor RD ,RALEIGH,NC,27613,35.89788799,-78.68116797,19842002990
2128706.41196589,793737.591522381,1446999,CFD01827-F594-CB60-2AE4CA18408C56E0,The Pho Place,3607-117 FALLS RIVER  AVE ,RALEIGH,NC,27614,35.93010621,-78.56526166,19199007518
2064694.16269407,731522.890164629,1447000,019F78FB-B609-4A78-949C-97E7BB11064F,Szechuan Mansion Restaurant,1353 KILDAIRE FARM RD,CARY,NC,27511,35.75976658,-78.78193974,19198001802
2106100.53230898,737054.685203388,1447001,36598553-3EC2-4384-909E-9DF2A7DBC26B,Poole'side Pies,428 S MCDOWELL ST,RALEIGH,NC,27601,35.7746342,-78.64230785,
2146044.85694773,799588.287498131,1447002,51C07002-BCA6-4321-BA78-A99794A21109,Chick-Fil-A #4239,1010 FORESTVILLE RD,WAKE FOREST,NC,27587,35.94595609,-78.50659937,19195546995
2124586.51010072,745194.029817045,1447003,8AF5654D-58AE-42DE-8BAA-B1A8C9B99B74,Touchdown Sports Bar,3601 NEW BERN AVE,RALEIGH,NC,27610,35.79679625,-78.57987143,
2051332.84952173,741925.139373213,1447004,320C337D-0384-410B-A42B-BEA9E76F4D3E,Miso Ramen,970 HIGH HOUSE RD,CARY,NC,27513,35.788417,-78.82691458,19843330110
2112407.20178223,754071.373610884,1447005,2FF99456-F7E5-459C-8C3E-8C972F35F98B,Starbuck's,2901 SHERMAN OAK PL ,RALEIGH,NC,27609-6884,35.82131925,-78.62082753,
2052954.78197339,767380.777438208,1447006,21587DD7-5056-A20F-9EBB1FCAC9A2D70C,VICINO'S PIZZA,962A Airport BLVD ,MORRISVILLE,NC,27560,35.85834226,-78.8212912,
2103286.62094206,717911.48366046,1447007,CB343355-84F9-4CB6-92CE-9078D923E2CC,Marco's Pizza,4203 FAYETTEVILLE RD,RALEIGH,NC,27603,35.72206935,-78.65202042,19197624444
2142537.9748539,731449.150482714,1447008,C7199EEB-5056-A20B-FA51B94BEF424153,The Addison of Knightdale Dining,2408 Hodge  RD ,KNIGHTDALE,NC,27545,35.75881159,-78.519561,19192666676
2068681.07499582,746333.8041123,1447009,D8F7DFA4-D370-B3AB-1471451E5B02C779,PIZZA HUT #036626,920 NE Maynard RD ,CARY,NC,27513,35.80043169,-78.76838489,19194699991
2069179.80136056,737714.263280541,1447010,4D050F4B-5056-A20F-9EB6CC6D317444C1,YOUR PIE CARY,685 CARY TOWNE BLVD ,CARY,NC,27511,35.77674815,-78.76677132,19193789578
2062391.71848007,771526.089029461,1447011,3A8A1B3E-5056-A20B-FA6C8EAAB02F00C9,"BAGELS &amp; BAO",2400 JOHN BRANTLEY BLVD ,MORRISVILLE,NC,27560,35.8696795,-78.78941437,19198404475
2069124.92318948,742821.160218969,1447012,7FA73066-316B-4DDB-A531-28D1329990F6,Taqueria y Restaurante El Primo,744 E CHATHAM ST,CARY,NC,27511,35.79077863,-78.76691591,19193470086
2044559.80827782,755826.355337128,1447013,E4037A2D-92D2-4E07-B547-8184CBB856CF,Bul Box,1125 HATCHES POND LN,CARY,NC,27519,35.82663773,-78.84968108,19196502549
2114078.07540898,704482.727709636,1447014,C7B48555-9807-4E1C-A4BC-1AD83F5FEF26,Plant Slant Juice,1851 AVERSBORO RD ,GARNER,NC,27529,35.68506655,-78.61583871,19193224082
2037800.79489298,726530.639322385,1447015,3819CBEB-81C0-4FAA-A006-49875E966901,"Bonafide Bakeshop &amp; Cafe",1232 W WILLIAMS ST,APEX,NC,27502,35.74617982,-78.87260887,19193725000
2075560.98085539,726668.670542374,1447016,70F67029-3BAE-4E8E-9E53-373BAC0AAB95,Mookies NY Deli,1010 TRYON VILLAGE DR,CARY,NC,27518-7193,35.74635942,-78.7453538,19199007770
2073204.69094856,673909.963067874,1447017,D3ECAEFC-AC15-4A93-89DA-78A0CCF3959C,Culver's of Fuquay Varina,1860 CINEMA DR ,FUQUAY VARINA,NC,27526,35.60142745,-78.75373572,
2066009.94549556,723798.13953805,1447018,9B7872E9-FD69-498C-9FE7-3DBA43FD5A73,Shake Shack #1294,310 COLONADES WAY,CARY,NC,27518,35.73853619,-78.77756307,19192309390
2184741.23165457,744362.204380959,1447019,872462D9-5056-A20F-9E02B54CEBD7BD1E,Hunter's Country Kitchen,84 Hanor LN ,WENDELL,NC,27591,35.79364277,-78.37704073,19198186881
2105132.08805165,738538.769833624,1447020,74FA32C1-FE34-401C-A943-B24EEA333E54,Weaver Street Market,404 W HARGETT ST,RALEIGH,NC,27603-1806,35.77872095,-78.64555484,19194297800
2048326.93263331,767792.100434467,1447021,6B50150F-5056-A20B-FAEF38424D3B0CD0,POWER UP CAFE,5221 Paramount Parkway,MORRISVILLE,NC,27560,35.85949415,-78.8369067,19195853013
2113710.85337439,704768.837701708,1447022,152B4262-5056-A20F-9E560F92343A87B2,Pizza Hut #036631,1805 Aversboro RD ,GARNER,NC,27529,35.6858565,-78.61707161,19197799200
2031076.70663515,722831.714633629,1447023,CB353BDC-9370-4526-B9BE-41B83D19649B,Marco's Pizza #8403,1487 KELLY RD,APEX,NC,27502-9572,35.73603924,-78.89528261,19194465555
2104433.36635198,718339.364366382,1447024,7E2E1830-35AC-48AD-A2E6-82A3D87CE95E,Tropical Smoothie Cafe NC074,1553 US 70 HWY W,GARNER,NC,27529,35.72323377,-78.64815188,19198033040
2156109.59042715,745500.322839633,1447025,026789C1-2E3A-4346-B370-63A37240018B,Prime Barbeque,403 KNIGHTDALE STATION RUN,KNIGHTDALE,NC,27545,35.79722482,-78.47356613,19193738076
2077517.36244132,731872.810068458,1447026,F678B0F1-5056-A20F-9EE65B15ADFDADFA,Tropical Smoothie Cafe NC24,228 Crossroads BLVD ,CARY,NC,27518,35.76064286,-78.73871452,19196518379
2051020.19791606,757106.483026221,1447027,CFD6C2CE-5056-A20B-FA2CB21D3FB9DB58,PARADISE INDIA CUISINE,10255 CHAPEL HILL RD ,MORRISVILLE,NC,27560,35.83012574,-78.82788003,19194816881
2044322.43211214,721207.174903721,1447028,8DDB4145-9D7D-1EEF-E5AACBF5E48D6B55,PEAK ON SALEM,126 N Salem ST ,APEX,NC,27502,35.73152951,-78.85065754,19194466060
2055980.14239249,747813.822805792,1447029,116F3AEE-5718-4C40-BCF7-B12037CF1F69,Meeples Brew,9545 CHAPEL HILL RD,MORRISVILLE,NC,27560,35.8045716,-78.81120699,19193781847
2124687.57223456,763955.866637126,1447030,FA774E96-6591-4A1F-BE34-08DDF6C8DACA,Little Caesars #2002-12,4610 CAPITAL BLVD,RALEIGH,NC,27604,35.84833828,-78.57926249,19198778600
2096253.89091307,742028.028931215,1447031,B2497819-E907-98E9-7995AF10FC94EA4D,Cloud 9 Dining,111 FRIENDLY DR ,RALEIGH,NC,27607-5463,35.78839034,-78.67544835,19193273800
2062046.03577247,782949.922152877,1447032,28F6CDB6-EF0C-0219-D7C4B14BE6A40E0F,CHICK-FIL-A #01573,8901 Brier Creek PKY ,RALEIGH,NC,27617,35.901065,-78.79049975,19192930100
2124887.8034614,772109.760762379,1447033,517F1DDC-26C9-4BD6-8EA6-A055D77A193B,Your Pie,6320 CAPITAL BLVD,RALEIGH,NC,27616,35.87073633,-78.57847002,19842007304
2123057.21985222,709507.488001302,1447034,6A9776C6-5056-A20F-9E2B69C8FF32FBCA,Alpaca Peruvian Charcoal Chicken,57 Cabela DR ,GARNER,NC,27529,35.69877212,-78.58553086,19199177600
2105745.02711448,759822.068474293,1447035,DCB43969-5056-A20F-9E4AE39774E46CA0,Which Wich North Hills,4120 MAIN AT NORTH HILLS  ST ,RALEIGH,NC,27609,35.83718561,-78.64323049,19197869111
2065956.10275547,725824.866127625,1447036,82B24B07-A15C-42F1-8645-5B409F6AC82E,Templeton of Cary,215 BRIGHTMORE DR,CARY,NC,27518,35.7441046,-78.77772922,19842003688
2064262.7829794,733931.786921635,1447037,CC6C3CDC-74F8-4E59-9A72-7EAD8E0FE00C,Brecotea Baking Studio,1144 KILDAIRE FARM RD,CARY,NC,27511,35.76638716,-78.78337604,19192341555
2108288.76251256,739064.527640387,1447038,ACBEEB7A-C396-CDDB-3C11F6988677DBEE,Gringo A GoGo,100 NW PERSON  ST ,RALEIGH,NC,27601,35.78013392,-78.63490591,19199771438
2064743.51955073,741234.632552132,1447039,44DC988F-5056-A20F-9E9A546E0909E606,Academy Street Bistro,200 S Academy ST ,CARY,NC,27511,35.78644735,-78.78170139,19193770509
2122955.31749699,759089.71659255,1447040,6B25F91F-5056-A20B-FA11DCFD00186DB5,Pho Oxtail,3901 Captial  BLVD ,RALEIGH,NC,27604,35.83498992,-78.58517624,19193074008
2122206.4899264,740495.02313897,1447041,98302A3D-F17E-4E9C-B008-F31135FC964C,Panera Bread #9206 at Wake Med,3000 NEW BERN AVE,RALEIGH,NC,27610,35.78391423,-78.58796297,19842478902
2093901.30867597,761810.620271459,1447042,5C9072A8-DA40-4B02-8CE4-3CB45BBA14A1,Perry's Steakhouse,4509 CREEDMOOR RD,RALEIGH,NC,27612,35.84275901,-78.68316791,19198274158
2117105.79113831,765526.172879711,1447043,68AE5550-BD74-19C3-8A1EC491BCB610D7,Cadence Living North Raleigh Dining,5219 OLD WAKE FOREST RD ,RALEIGH,NC,27609,35.85273784,-78.60482458,19198766316
2032808.23105922,763718.701757133,1447044,9975B38E-0EAA-C2C3-01B44A4718538E1E,WOK ON FIRE,1216 PARKSIDE MAIN ST ,CARY,NC,27519,35.84836238,-78.88929435,19194660888
2043429.13435806,727294.016404554,1447045,8C2704C8-703B-459C-BA9A-3A495249A6D0,Mustang Charlie's,1501 N SALEM ST,APEX,NC,27502,35.74825575,-78.85363723,19196552101
2146110.57138322,745888.241355136,1447046,A7B0FA53-34CB-49E8-8825-15B8667CAD11,Vida Dulce Ice Cream Shop,1018 SHOPPES AT MIDWAY DR,KNIGHTDALE,NC,27545,35.79843154,-78.50727783,19192954190
2065091.99490364,741689.199556381,1447047,6BC6D16F-4F19-4546-A104-D67A7A951392,Hank's Downtown Dive,111 E CHATHAM ST,CARY,NC,27511,35.78769406,-78.78052303,
2045066.01395832,743330.76024963,1447048,A227E014-5007-4B97-B92D-0672551E8DE7,Los Tres Mexican Restaurant,1400 BOULDERSTONE WAY,CARY,NC,27519,35.79230683,-78.84803797,19193330069
2124619.92899714,705987.543925717,1447049,96F0F66F-5056-A20B-FAA1FD616664CD3D,Wendy's #9393,1020 Timber DR E ,GARNER,NC,27529,35.68908356,-78.58031768,19194579999
2102280.22302048,716758.462344468,1447050,BCD793BC-5056-A20B-FAA21C39C32DEBC7,Wendy's #10533,4510 Fayetteville RD ,RALEIGH,NC,27603,35.71891126,-78.6554245,19196610667
2091146.08452764,740291.849660799,1447051,CA020B46-38FE-49A1-8107-15A462C93840,Yemen Arab Restaurant,3933 WESTERN BLVD,RALEIGH,NC,27606,35.78366523,-78.69268901,19197030004
2044559.80827782,755826.355337128,1447052,55977318-03E7-4367-A26C-CF4AFD9B3376,Mezeh Grill #29  Twin Lakes,1125 HATCHES POND LN,CARY,NC,27519,35.82663773,-78.84968108,19193420517
2066647.72210714,670335.483012125,1447053,927F4111-5056-A20F-9E1AEA97BD8A2B79,Wendy's #1985,1374 N Main ST ,FUQUAY-VARINA,NC,27526,35.59164945,-78.77582077,19195570139
2136347.06171082,773545.288403139,1447054,F523F249-5056-A20F-9E55C80934CCFDA5,Wendy's,7460 Louisburg RD ,RALEIGH,NC,27616,35.87454018,-78.53977,19197130810
2032808.23105922,763718.701757133,1447055,035A1212-0772-DF3A-905849E37EBA0822,Five Guys #1710,1121 Parkside Main ST ,CARY,NC,27519,35.84836238,-78.88929435,19193800450
2038052.81702673,741054.635536805,1447056,0E8968FD-5056-A20F-9E81A3627C65CF8D,Burger King #11244,2791 NC 55 HWY ,CARY,NC,27511,35.78608086,-78.87169627,19193870071
2068112.02790557,756680.538668126,1447057,E3B36C1F-5056-A20F-9E756AA8B5C19750,Burger King #9362,1711 N Harrison AVE ,CARY,NC,27513-2406,35.82886051,-78.77022313,19196778895
2069000.89030106,785738.787638128,1447058,3CDEF66A-CDC6-1C4D-7F7DBD2723FD875B,Bullseye Grill,6501 Mount Herman RD ,RALEIGH,NC,27617,35.90868392,-78.76699446,19842005336
,,1447059,BFAF730C-5056-A20F-9E0179F2B468EFB6,Wendy's,7132 US Highway 64 E ,KNIGHTDALE,NC,27545,,,19192660917
2114680.48037215,760281.723394886,1447060,AEAB0DB1-5056-A20F-9EB3CC5D9E90DB65,Burger King #3768,4203 Wake Forest RD ,RALEIGH,NC,27609,35.83835644,-78.61307772,19198723795
2123662.42533474,768431.538131967,1447061,CCA91CFE-CB16-8FEE-B710908918F838CA,Five Guys #1784,5501 Capital BLVD ,RALEIGH,NC,27616,35.86064576,-78.58265814,19842320547
2059802.58159798,697809.448077217,1447062,C8B20293-5056-A20F-9EAF93F5F659BA7C,Subway #30443,9800 Holly Springs RD ,RALEIGH,NC,27540,35.66717227,-78.79865789,19193874818
2198747.22299948,754397.59802404,1447063,0F2B21BC-9FEF-0894-7C41240107D1ED14,Burger King #10775,636  W Gannon Ave,ZEBULON,NC,27595,35.82096151,-78.32958448,19194041091
2062046.03577247,782949.922152877,1447064,8DC64DE8-C887-4DA3-8E5C-FC3C5C30DA1A,Chick-Fil-A,8901 BRIER CREEK PKWY,RALEIGH,NC,27617,35.901065,-78.79049975,
2114839.97578806,729850.860700294,1447065,6C75D2AD-A707-CAA8-BC863C424A3EE16E,Burger King #8513,1828 ROCK QUARRY RD ,RALEIGH,NC,27610,35.75475311,-78.61293992,
2032808.23105922,763718.701757133,1447066,753B498F-81F0-4F9C-B6F6-FE6D1C84F92B,Potbelly Sandwich Shop,1108 PARKSIDE MAIN ST,CARY,NC,27519,35.84836238,-78.88929435,
2105590.98838057,738799.977972627,1447067,95054435-5056-A20B-FA1A3427935F2468,Libations 317,317 W MORGAN ST ,RALEIGH,NC,27601,35.77943405,-78.64400454,19197702669
2094677.67818622,759427.398331881,1447068,DD291EEF-5056-A20B-FA45C1DF8B44D94B,Homewood Suites by Hilton Raleigh/Crabtree Food Service,5400 Homewood Banks  DR ,RALEIGH,NC,27612,35.83620491,-78.68057425,19194488871
2091018.06313014,752341.510272712,1447069,CE693856-5056-A20F-9EBF5D15F05BAB5B,Chick-Fil-A #03376,3770 Lake Boone TRL ,RALEIGH,NC,27607,35.81676997,-78.692995,19197852799
2102944.22038014,782133.448720217,1447070,FAC68C94-0B59-42CE-99DE-34632001B34C,"Target Starbucks &amp; Snack Bar",8701 SIX FORKS RD ,RALEIGH,NC,27615,35.89850675,-78.65241639,
2086999.14400265,767844.070802972,1447071,7B00CFDE-5056-A20B-FAC1F3B1037A4F30,Burger King #2983,6500 Glenwood AVE ,RALEIGH,NC,27612,35.85939254,-78.70639613,19193222199
2140215.28888248,801406.359649375,1447072,068EFEF7-5056-A20B-FAB13A9BE3B3D15A,"Brookfields Indoor Golf &amp; Lounge",1839 S Main ST ,WAKE FOREST,NC,27587,35.95102854,-78.52626448,19842351722
2112604.8004684,770141.320145458,1447073,2EC19474-C753-49F0-9C7C-4A6F098A169A,Cava #128,6004 FALLS OF NEUSE RD ,RALEIGH,NC,27609-3526,35.86546488,-78.61995347,19192764591
2123932.52256356,707090.274659887,1447074,0965DA22-CA50-46A3-A467-FBEFACD56D54,Chick-fil-A #01488,220 SHENSTONE BLVD,GARNER,NC,27529,35.69212111,-78.58261702,
,,1447075,5C62BDB2-D92C-E897-873120AEC2A95830,WCC Cafe,111 Competition DR ,RALEIGH,NC,27560,,,19844654579
2110868.77933414,753591.899504215,1447076,D23DA998-D758-4FA3-8083-15750BEA2284,Midtown Pho,424 E SIX FORKS RD ,RALEIGH,NC,27609,35.82001805,-78.62602299,19197479899
2094110.8138344,783030.534196377,1447077,DD49B622-A7FE-3693-8A609ADE0A6E3CF7,Pure Vegan Cafe,8369 Creedmoor  RD ,RALEIGH,NC,27613,35.90105252,-78.68223183,19196333476
2128910.72947064,746794.598466292,1447078,73560436-D3FE-79D5-07662DF5295F46A2,Jersey Mike's #3130,4121 NEW BERN AVE ,RALEIGH,NC,27610-1379,35.80114227,-78.56526592,19192310070
2089475.95958707,696692.305298388,1447079,8DB22C43-9CDF-6821-6EBAD0252AF0813F,Wendy's #10585,8050  Ten-Ten Rd,RALEIGH,NC,27603,35.66389668,-78.69876609,19193298224
2016543.22454731,685433.173289135,1447080,B6B7603B-5056-A20B-FA6E948617CF0CB4,Shearon Harris Cafe,5413  Shearon Harris RD ,NEW HILL,NC,27562,35.63332345,-78.94432591,19842292037
2150730.94304799,745707.457924053,1447081,A87390F6-5056-A20F-9E7130447F5475D6,Burger King #7810,7102 Knightdale Blvd,KNIGHTDALE,NC,27545,35.79787089,-78.49170015,19192665966
2044538.62754589,753884.694194213,1447082,7F8076BB-5056-A20B-FAD594A2D16314A4,Rosati's Pizza Morrisville ,3605 Davis DR ,MORRISVILLE,NC,27560,35.82130357,-78.84976245,19193807000
2089040.53263639,752031.28779605,1447083,FE49D367-8BD2-4243-A061-0705433805E6,City Barbeque #10056,4122 LAKE BOONE TRL ,RALEIGH,NC,27607,35.81593433,-78.69966836,19197392506
2077517.36244132,731872.810068458,1447084,8FC1D633-5056-A20B-FA788F3F842778E6,Subway #3151,311 Crossroads BLVD ,CARY,NC,27518,35.76064286,-78.73871452,19198519594
2087492.87070549,768225.836771712,1447085,CE4378E9-BD4D-B10F-389952392A35CECC,New World Cafe,4112 PLEASANT VALLEY RD ,RALEIGH,NC,27612,35.86043731,-78.70472608,19197860091
2064406.35683922,731548.259864554,1447086,EB2C17E2-5056-A20F-9EEBF4A46569D7AF,Wendy's #6303,1343 Kildaire Farm RD ,CARY,NC,27511,35.75983801,-78.78290963,19194671407
2063027.9783624,716607.090928048,1447087,EC0A83DF-5056-A20F-9EF3F0A5BA7B97C9,Wendy's #6306,2964 Kildaire Farm RD ,CARY,NC,27511-9614,35.71879788,-78.78766335,19193635748
2046004.74928556,753011.317660138,1447088,8057CBFD-5056-A20B-FA33C189F61B45DE,McDonald's #32336,1001 MORRISVILLE CARPENTER RD ,MORRISVILLE,NC,27560,35.81889798,-78.84482154,19194607228
2045499.00653064,753816.65791297,1447089,AB0925D8-5056-A20F-9E9F31E0440B0BB7,"Woody's Sports Tavern &amp; GRill",3107 Grace Park DR ,MORRISVILLE,NC,27560,35.82111262,-78.84652326,13736503177
2145336.7645319,780524.079235554,1447090,BE365240-AF1E-4BA2-B34B-BAAD1C38F40E,Buried Hatchet,8440 LOUISBURG RD ,RALEIGH,NC,27616-5884,35.89359383,-78.50930992,19192954731
2095069.19479164,777769.336385459,1447091,7A5A355E-5056-A20B-FAC07EDB4BF4B9C9,Burger King #6010,7300 Creedmoor RD ,RALEIGH,NC,27613-1637,35.8865906,-78.67905329,19198469002
2138364.76568064,800459.703406215,1447092,C4D4DE67-A29E-DF73-F86045913CC0FE95,Wendy's #11590,2091 S Main ST ,WAKE FOREST,NC,27587,35.94845207,-78.53253168,19195692133
2135987.81669439,803598.603624463,1447093,CF3BF277-BBC5-47C7-90DC-2271581AC3FB,Pizza Hut #37653,11480 CAPITAL BLVD,WAKE FOREST,NC,27587-4554,35.95710544,-78.54051305,19195569190
2136162.73924482,812261.30873996,1447094,074AC329-5056-A20F-9E9823318057748A,Dairy Queen #11993,12271 Capital  BLVD ,WAKE FOREST ,NC,27587,35.98090041,-78.53978632,19195542564
2092642.37254557,740596.858893305,1447095,ECB6AFA5-5056-A20F-9EEDBBD96343D5D6,Wendy's #6325,3715 Western BLVD ,RALEIGH,NC,27606,35.78449034,-78.68764087,19198213099
2096087.1031889,738375.815435126,1447096,15D1F147-DB2F-17B1-4E6C19D46C0FEE65,Burger King #4521,2241 AVENT FERRY RD ,RALEIGH,NC,27606-2133,35.77835817,-78.67605091,19198291908
2123194.16774106,756111.357719883,1447097,1A4A6B85-5056-A20B-FA0C0A07CEA44D5E,Golden Corral - Capital Blvd #942,3424 CAPITAL BLVD ,RALEIGH,NC,27604,35.82680494,-78.58441249,19198720500
2068154.53930348,757518.2896173,1447098,5F6B4C5A-FEA5-3F14-7A18A88617C0409F,Tropical Smoothie Cafe,817 Bass Pro LN ,CARY,NC,27513,35.83116175,-78.77007317,19193789333
2074691.89466706,732771.762666881,1447099,E0A3EFCB-5056-A20B-FA459CC89E5784A9,FIRST WATCH DAYTIME CAFE,1104 LEDSOME LN ,CARY,NC,27511,35.76313262,-78.74823051,19193224344
2125593.5363019,705983.063291624,1447100,755018DA-AD5B-9774-1E8CE1FCCA552D96,Demario's,1155  Timber Dr E ,GARNER,NC,27529,35.68905989,-78.57703897,19196055591
2063297.92828181,741520.376075134,1447101,C146A720-C9CB-4433-BE2F-665480A7655F,Annelore's German Bakery,308 W Chatham ST ,Cary,NC,27511,35.787241,-78.78657347,19192676846
2086998.29885998,767572.494902551,1447102,FF6984DE-5056-A20F-9E515A5A73E6FACF,PIZZA HUT #2025,6429-C GLENWOOD AVE ,RALEIGH,NC,27612,35.85864647,-78.70640169,19197811133
2054328.71885806,746256.043769136,1447103,24739EC4-9E9D-D03D-ABDBA884F27C70AD,OKJA,1080 DARRINGTON DR ,CARY,NC,27513,35.80030045,-78.8167861,19196501565
2111649.87029165,773549.574811876,1447104,E74C485A-5056-A20F-9E695F84B8DD7355,Falls Village Wine and Beer,6675-131 Falls of Neuse RD ,RALEIGH,NC,27615,35.87483802,-78.6231327,19842005984
2102227.30580348,749488.353249386,1447105,A509FD0E-9D28-45D4-8381-1C1D3D458A5A,Idle Hour Coffee Shop,1818 OBERLIN RD,RALEIGH,NC,27608,35.80883052,-78.6552198,19842001605
2100757.17915057,742617.103868544,1447106,5F485201-D0C7-4790-91B0-B711C08C1AAC,"Noodles &amp; Company #871",2031 CAMERON ST,RALEIGH,NC,27605,35.7899673,-78.66025735,1919
2112433.30868539,770467.811618462,1447107,FB71D1B0-ECFA-94BC-EA41B52B64034FDF,"The Winchester Pub &amp; Bottle Shop",6146 Falls of Neuse RD ,RALEIGH,NC,27609,35.86636362,-78.62052805,19198966955
2062739.42054056,741445.857851461,1447108,73F2CD02-D1AB-A53A-96EAF8CF4FFC3CB8,El Amigo Mexican Restaurant,404 W Chatham ST ,CARY,NC,27511,35.78703957,-78.78845716,19193170016
2065357.59279765,741503.831160709,1447109,FD9C37A9-9BEA-4555-975E-6B4C17062B6B,Daybreak,154 E CHATHAM ST,CARY,NC,27511,35.78718319,-78.77962888,19194391181
2124362.63456424,766987.166676879,1447110,C9E19063-5056-A20F-9E97CD2E57A6AAC0,Outback Steakhouse #3459,5200 Capital BLVD ,RALEIGH,NC,27616,35.85666967,-78.58031568,19197900990
2064694.16269407,731522.890164629,1447111,29505631-2F71-4121-8F81-BB1F281C8B24,Cha House,1319 KILDAIRE FARM RD,CARY,NC,27511,35.75976658,-78.78193974,19844650498
2029385.50266849,755288.723538384,1447112,8590A8D1-9378-4FC1-8330-0A174D0ECE7C,Marco's Pizza #8407,325 CARPENTER HILL DR,CARY,NC,27519,35.82521309,-78.90087215,19192302222
2028596.3385644,755164.583694801,1447113,DD8B2323-B85E-0317-D5743B9690CF9D3B,MOD PIZZA - AMBERLY,336 SEMBLER LN ,CARY,NC,27519-2609,35.82487418,-78.90353469,19842087015
2117616.92659898,783255.180072546,1447114,CA52137D-5056-A20F-9E8028B30B765A63,Peno Mediterranean Grill,9424 Falls of Neuse RD ,RALEIGH,NC,27615,35.90143714,-78.60286042,19199774513
2077122.88750848,726719.466700628,1447115,2BECAC32-8751-4AFE-9137-CE88EA54FB59,Bojangles #52,5856 Tryon RD ,CARY,NC,27518,35.74648785,-78.74008963,19194247922
2125615.51690099,770388.27306363,1447116,912050BC-5056-A20B-FA65FE2F9E4D728A,Tyeway Cafe,5959 Triangle Town Blvd,RALEIGH,NC,27616,35.86599856,-78.57603863,19199129757
2151220.08478624,746422.104132548,1447117,24FB6AA2-5056-A20F-9E0E15B854694866,"St. George Pizza &amp; Subs",7039  Knightdale  Blvd,Knightdale,NC,27545,35.7998273,-78.4900383,19192954252
2107935.65790381,738483.076047376,1447118,DEC1D7D4-5056-A20F-9E97A21578F485B4,Bean Sprouts Cafe,201 E Hargett ST ,RALEIGH,NC,27601,35.77854007,-78.63610358,19198571108
2071840.20909747,675691.620265707,1447119,8B4EFBF0-5056-A20B-FA6F37005D87831B,The Addison of Fuquay-Varina Dining,6516 Johnson Pond Rd,FUQUAY VARINA,NC,27526,35.60633165,-78.7583113,19194392538
2056551.92372923,740643.029732719,1447120,892BC79A-5056-A20F-9ED7DB903A2A562F,Great Harvest Bread Co.,1240 NW MAYNARD RD ,CARY,NC,27513,35.7848684,-78.80932512,
2112256.60070547,713363.59446229,1447121,31BF3ACF-5056-A20F-9E2F1E647CCBBA2B,Moomoo Cha,1350 Fifth AVE ,GARNER,NC,27529,35.70948463,-78.6218586,19193222127
2113924.12788223,764438.082536221,1447122,F8E20F14-5056-A20B-FAA40E4AA6964166,Deja Brew,5001 FALLS OF NEUSE RD ,RALEIGH,NC,27609,35.84978294,-78.61557526,19192394612
2114080.64889465,759499.500877962,1447123,91EE212F-C1CF-F787-E68CF93DC19651E9,Subway 3152,4003 WAKE FOREST RD ,RALEIGH,NC,27609,35.8362139,-78.61511172,19198762266
2044395.9683824,756437.074260041,1447124,B9746B4F-D8B9-4B59-8638-240650C0AB1C,Wegmans #139 Coffee/Subs/Pizza/Salads,3710 DAVIS DR,CARY,NC,27519,35.82831621,-78.85023067,
2026995.83651607,757303.423577219,1447125,29ECF1B2-F1C1-72EC-5E1B9198F11B8DB3,PURE JUICERY,716 Slash Pine DR ,CARY,NC,27519,35.83075427,-78.90892711,19192341572
2098099.0558579,742020.003684804,1447126,EB390C65-AFDF-47B7-9FB2-C950FF52779E,Wing It On,2526 HILLSBOROUGH ST,RALEIGH,NC,27607-7266,35.78835156,-78.6692269,19198905845
2066009.94549556,723798.13953805,1447127,0FC9F1BC-5056-A20F-9EDB476FA78A7218,TASU #2,525 NEW WAVERLY  PL ,CARY,NC,27518,35.73853619,-78.77756307,19199774037
